,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
30044,WI,2016,September,Heroin (T40.1),359,100.0,0.19119712814109602,Wisconsin,366
30045,WI,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",561,100.0,0.19119712814109602,Wisconsin,573
30046,WI,2016,September,Psychostimulants with abuse potential (T43.6),70,100.0,0.19119712814109602,Wisconsin,72
30047,WI,2016,September,Methadone (T40.3),80,100.0,0.19119712814109602,Wisconsin,82
30048,WI,2017,April,Psychostimulants with abuse potential (T43.6),89,100.0,0.109970674486804,Wisconsin,91
30049,WI,2017,April,Cocaine (T40.5),187,100.0,0.109970674486804,Wisconsin,190
30051,WI,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",594,100.0,0.109970674486804,Wisconsin,601
30053,WI,2017,April,"Opioids (T40.0-T40.4,T40.6)",870,100.0,0.109970674486804,Wisconsin,879
30054,WI,2017,April,Number of Drug Overdose Deaths,1094,100.0,0.109970674486804,Wisconsin,1104
30055,WI,2017,April,Natural & semi-synthetic opioids (T40.2),329,100.0,0.109970674486804,Wisconsin,333
30056,WI,2017,April,Heroin (T40.1),411,100.0,0.109970674486804,Wisconsin,416
30057,WI,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",376,100.0,0.109970674486804,Wisconsin,381
30058,WI,2017,April,Methadone (T40.3),60,100.0,0.109970674486804,Wisconsin,61
30059,WI,2017,April,"Synthetic opioids, excl. methadone (T40.4)",302,100.0,0.109970674486804,Wisconsin,306
30061,WI,2017,August,"Opioids (T40.0-T40.4,T40.6)",917,100.0,0.0975647083580434,Wisconsin,925
30063,WI,2017,August,Cocaine (T40.5),218,100.0,0.0975647083580434,Wisconsin,221
30064,WI,2017,August,Heroin (T40.1),425,100.0,0.0975647083580434,Wisconsin,429
30065,WI,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",384,100.0,0.0975647083580434,Wisconsin,388
30066,WI,2017,August,Methadone (T40.3),68,100.0,0.0975647083580434,Wisconsin,69
30067,WI,2017,August,Natural & semi-synthetic opioids (T40.2),332,100.0,0.0975647083580434,Wisconsin,336
30068,WI,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",678,100.0,0.0975647083580434,Wisconsin,685
30069,WI,2017,August,"Synthetic opioids, excl. methadone (T40.4)",403,100.0,0.0975647083580434,Wisconsin,408
30070,WI,2017,August,Number of Drug Overdose Deaths,1149,100.0,0.0975647083580434,Wisconsin,1158
30071,WI,2017,August,Psychostimulants with abuse potential (T43.6),106,100.0,0.0975647083580434,Wisconsin,108
30073,WI,2017,December,Cocaine (T40.5),263,100.0,0.171131942727843,Wisconsin,269
30074,WI,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",371,100.0,0.171131942727843,Wisconsin,378
30075,WI,2017,December,Natural & semi-synthetic opioids (T40.2),322,100.0,0.171131942727843,Wisconsin,328
30076,WI,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",715,100.0,0.171131942727843,Wisconsin,729
30077,WI,2017,December,"Opioids (T40.0-T40.4,T40.6)",934,100.0,0.171131942727843,Wisconsin,951
30079,WI,2017,December,Heroin (T40.1),413,100.0,0.171131942727843,Wisconsin,421
30080,WI,2017,December,Number of Drug Overdose Deaths,1177,100.0,0.171131942727843,Wisconsin,1196
30081,WI,2017,December,"Synthetic opioids, excl. methadone (T40.4)",464,100.0,0.171131942727843,Wisconsin,474
30082,WI,2017,December,Methadone (T40.3),63,100.0,0.171131942727843,Wisconsin,65
30083,WI,2017,December,Psychostimulants with abuse potential (T43.6),126,100.0,0.171131942727843,Wisconsin,129
30084,WI,2017,February,"Opioids (T40.0-T40.4,T40.6)",876,100.0,0.11562698733884501,Wisconsin,886
30085,WI,2017,February,"Synthetic opioids, excl. methadone (T40.4)",292,100.0,0.11562698733884501,Wisconsin,296
30087,WI,2017,February,Psychostimulants with abuse potential (T43.6),85,100.0,0.11562698733884501,Wisconsin,87
30088,WI,2017,February,Methadone (T40.3),67,100.0,0.11562698733884501,Wisconsin,68
30089,WI,2017,February,Natural & semi-synthetic opioids (T40.2),328,100.0,0.11562698733884501,Wisconsin,332
30090,WI,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",381,100.0,0.11562698733884501,Wisconsin,386
30092,WI,2017,February,Cocaine (T40.5),166,100.0,0.11562698733884501,Wisconsin,169
30093,WI,2017,February,Heroin (T40.1),404,100.0,0.11562698733884501,Wisconsin,409
30094,WI,2017,February,Number of Drug Overdose Deaths,1104,100.0,0.11562698733884501,Wisconsin,1115
30095,WI,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",598,100.0,0.11562698733884501,Wisconsin,606
30097,WI,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",386,100.0,0.111703869190917,Wisconsin,391
30098,WI,2017,January,"Synthetic opioids, excl. methadone (T40.4)",290,100.0,0.111703869190917,Wisconsin,294
30099,WI,2017,January,"Opioids (T40.0-T40.4,T40.6)",879,100.0,0.111703869190917,Wisconsin,888
30100,WI,2017,January,Number of Drug Overdose Deaths,1100,100.0,0.111703869190917,Wisconsin,1110
30102,WI,2017,January,Psychostimulants with abuse potential (T43.6),81,100.0,0.111703869190917,Wisconsin,83
30103,WI,2017,January,Methadone (T40.3),69,100.0,0.111703869190917,Wisconsin,70
30104,WI,2017,January,Natural & semi-synthetic opioids (T40.2),331,100.0,0.111703869190917,Wisconsin,335
30105,WI,2017,January,Cocaine (T40.5),153,100.0,0.111703869190917,Wisconsin,155
30106,WI,2017,January,Heroin (T40.1),403,100.0,0.111703869190917,Wisconsin,408
30107,WI,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",599,100.0,0.111703869190917,Wisconsin,606
30108,WI,2017,July,Heroin (T40.1),438,100.0,0.10711962967213699,Wisconsin,443
30109,WI,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",385,100.0,0.10711962967213699,Wisconsin,390
30110,WI,2017,July,Cocaine (T40.5),215,100.0,0.10711962967213699,Wisconsin,218
30112,WI,2017,July,"Opioids (T40.0-T40.4,T40.6)",923,100.0,0.10711962967213699,Wisconsin,932
30114,WI,2017,July,Number of Drug Overdose Deaths,1146,100.0,0.10711962967213699,Wisconsin,1156
30115,WI,2017,July,Psychostimulants with abuse potential (T43.6),95,100.0,0.10711962967213699,Wisconsin,97
30116,WI,2017,July,"Synthetic opioids, excl. methadone (T40.4)",386,100.0,0.10711962967213699,Wisconsin,391
30117,WI,2017,July,Methadone (T40.3),65,100.0,0.10711962967213699,Wisconsin,66
30118,WI,2017,July,Natural & semi-synthetic opioids (T40.2),336,100.0,0.10711962967213699,Wisconsin,340
30119,WI,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",670,100.0,0.10711962967213699,Wisconsin,678
30120,WI,2017,June,"Opioids (T40.0-T40.4,T40.6)",904,100.0,0.10927495111383802,Wisconsin,913
30122,WI,2017,June,"Synthetic opioids, excl. methadone (T40.4)",347,100.0,0.10927495111383802,Wisconsin,352
30123,WI,2017,June,Natural & semi-synthetic opioids (T40.2),332,100.0,0.10927495111383802,Wisconsin,336
30124,WI,2017,June,Psychostimulants with abuse potential (T43.6),98,100.0,0.10927495111383802,Wisconsin,100
30125,WI,2017,June,Heroin (T40.1),435,100.0,0.10927495111383802,Wisconsin,440
30126,WI,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",380,100.0,0.10927495111383802,Wisconsin,385
30127,WI,2017,June,Number of Drug Overdose Deaths,1131,100.0,0.10927495111383802,Wisconsin,1141
30128,WI,2017,June,Methadone (T40.3),60,100.0,0.10927495111383802,Wisconsin,61
30129,WI,2017,June,Cocaine (T40.5),206,100.0,0.10927495111383802,Wisconsin,209
30131,WI,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",638,100.0,0.10927495111383802,Wisconsin,645
30132,WI,2017,March,Heroin (T40.1),408,100.0,0.115776474220438,Wisconsin,413
30134,WI,2017,March,Cocaine (T40.5),171,100.0,0.115776474220438,Wisconsin,174
30135,WI,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",380,100.0,0.115776474220438,Wisconsin,385
30136,WI,2017,March,Psychostimulants with abuse potential (T43.6),89,100.0,0.115776474220438,Wisconsin,91
30137,WI,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",590,100.0,0.115776474220438,Wisconsin,597
30138,WI,2017,March,Natural & semi-synthetic opioids (T40.2),333,100.0,0.115776474220438,Wisconsin,338
30140,WI,2017,March,"Opioids (T40.0-T40.4,T40.6)",868,100.0,0.115776474220438,Wisconsin,878
30141,WI,2017,March,Number of Drug Overdose Deaths,1095,100.0,0.115776474220438,Wisconsin,1106
30142,WI,2017,March,"Synthetic opioids, excl. methadone (T40.4)",286,100.0,0.115776474220438,Wisconsin,290
30143,WI,2017,March,Methadone (T40.3),60,100.0,0.115776474220438,Wisconsin,61
30144,WI,2017,May,"Opioids (T40.0-T40.4,T40.6)",871,100.0,0.10964279531421302,Wisconsin,880
30145,WI,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",377,100.0,0.10964279531421302,Wisconsin,382
30147,WI,2017,May,Methadone (T40.3),63,100.0,0.10964279531421302,Wisconsin,64
30148,WI,2017,May,Number of Drug Overdose Deaths,1095,100.0,0.10964279531421302,Wisconsin,1105
30149,WI,2017,May,"Synthetic opioids, excl. methadone (T40.4)",310,100.0,0.10964279531421302,Wisconsin,314
30151,WI,2017,May,Natural & semi-synthetic opioids (T40.2),326,100.0,0.10964279531421302,Wisconsin,330
30152,WI,2017,May,Psychostimulants with abuse potential (T43.6),93,100.0,0.10964279531421302,Wisconsin,95
30153,WI,2017,May,Heroin (T40.1),415,100.0,0.10964279531421302,Wisconsin,420
30154,WI,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",604,100.0,0.10964279531421302,Wisconsin,611
30155,WI,2017,May,Cocaine (T40.5),195,100.0,0.10964279531421302,Wisconsin,198
30156,WI,2017,November,Cocaine (T40.5),243,100.0,0.13135851355467598,Wisconsin,247
30158,WI,2017,November,Number of Drug Overdose Deaths,1170,100.0,0.13135851355467598,Wisconsin,1184
30159,WI,2017,November,Psychostimulants with abuse potential (T43.6),116,100.0,0.13135851355467598,Wisconsin,118
30160,WI,2017,November,"Opioids (T40.0-T40.4,T40.6)",930,100.0,0.13135851355467598,Wisconsin,942
30161,WI,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",371,100.0,0.13135851355467598,Wisconsin,377
30162,WI,2017,November,Natural & semi-synthetic opioids (T40.2),322,100.0,0.13135851355467598,Wisconsin,327
30163,WI,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",706,100.0,0.13135851355467598,Wisconsin,716
30165,WI,2017,November,Methadone (T40.3),63,100.0,0.13135851355467598,Wisconsin,64
30166,WI,2017,November,"Synthetic opioids, excl. methadone (T40.4)",455,100.0,0.13135851355467598,Wisconsin,462
30167,WI,2017,November,Heroin (T40.1),416,100.0,0.13135851355467598,Wisconsin,422
30168,WI,2017,October,"Synthetic opioids, excl. methadone (T40.4)",449,100.0,0.122135073758134,Wisconsin,456
30170,WI,2017,October,Psychostimulants with abuse potential (T43.6),112,100.0,0.122135073758134,Wisconsin,114
30171,WI,2017,October,Heroin (T40.1),421,100.0,0.122135073758134,Wisconsin,426
30172,WI,2017,October,"Opioids (T40.0-T40.4,T40.6)",931,100.0,0.122135073758134,Wisconsin,942
30173,WI,2017,October,Methadone (T40.3),66,100.0,0.122135073758134,Wisconsin,67
30174,WI,2017,October,Cocaine (T40.5),229,100.0,0.122135073758134,Wisconsin,233
30175,WI,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",379,100.0,0.122135073758134,Wisconsin,384
30177,WI,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",708,100.0,0.122135073758134,Wisconsin,717
30178,WI,2017,October,Number of Drug Overdose Deaths,1170,100.0,0.122135073758134,Wisconsin,1182
30179,WI,2017,October,Natural & semi-synthetic opioids (T40.2),328,100.0,0.122135073758134,Wisconsin,333
30181,WI,2017,September,Methadone (T40.3),64,100.0,0.10688450747237199,Wisconsin,65
30182,WI,2017,September,"Synthetic opioids, excl. methadone (T40.4)",424,100.0,0.10688450747237199,Wisconsin,430
30184,WI,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",385,100.0,0.10688450747237199,Wisconsin,390
30185,WI,2017,September,Number of Drug Overdose Deaths,1146,100.0,0.10688450747237199,Wisconsin,1156
30186,WI,2017,September,Psychostimulants with abuse potential (T43.6),107,100.0,0.10688450747237199,Wisconsin,109
30187,WI,2017,September,Heroin (T40.1),419,100.0,0.10688450747237199,Wisconsin,424
30188,WI,2017,September,"Opioids (T40.0-T40.4,T40.6)",914,100.0,0.10688450747237199,Wisconsin,923
30189,WI,2017,September,Cocaine (T40.5),220,100.0,0.10688450747237199,Wisconsin,223
30190,WI,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",688,100.0,0.10688450747237199,Wisconsin,696
30191,WI,2017,September,Natural & semi-synthetic opioids (T40.2),336,100.0,0.10688450747237199,Wisconsin,340
30192,WI,2018,April,"Opioids (T40.0-T40.4,T40.6)",920,100.0,0.176320528211285,Wisconsin,937
30193,WI,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",337,100.0,0.176320528211285,Wisconsin,344
30195,WI,2018,April,Natural & semi-synthetic opioids (T40.2),292,100.0,0.176320528211285,Wisconsin,298
30197,WI,2018,April,"Synthetic opioids, excl. methadone (T40.4)",505,100.0,0.176320528211285,Wisconsin,516
30198,WI,2018,April,Methadone (T40.3),56,100.0,0.176320528211285,Wisconsin,58
30199,WI,2018,April,Heroin (T40.1),369,100.0,0.176320528211285,Wisconsin,376
30200,WI,2018,April,Number of Drug Overdose Deaths,1154,100.0,0.176320528211285,Wisconsin,1174
30201,WI,2018,April,Psychostimulants with abuse potential (T43.6),121,100.0,0.176320528211285,Wisconsin,124
30202,WI,2018,April,Cocaine (T40.5),265,100.0,0.176320528211285,Wisconsin,271
30203,WI,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",729,100.0,0.176320528211285,Wisconsin,744
30204,WI,2018,August,"Opioids (T40.0-T40.4,T40.6)",857,100.0,0.173455684870188,Wisconsin,873
30205,WI,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299,100.0,0.173455684870188,Wisconsin,305
30206,WI,2018,August,"Synthetic opioids, excl. methadone (T40.4)",502,100.0,0.173455684870188,Wisconsin,513
30208,WI,2018,August,Natural & semi-synthetic opioids (T40.2),255,100.0,0.173455684870188,Wisconsin,260
30209,WI,2018,August,Psychostimulants with abuse potential (T43.6),112,100.0,0.173455684870188,Wisconsin,115
30210,WI,2018,August,Methadone (T40.3),51,100.0,0.173455684870188,Wisconsin,52
30211,WI,2018,August,Heroin (T40.1),340,100.0,0.173455684870188,Wisconsin,346
30213,WI,2018,August,Cocaine (T40.5),278,100.0,0.173455684870188,Wisconsin,284
30214,WI,2018,August,Number of Drug Overdose Deaths,1098,100.0,0.173455684870188,Wisconsin,1117
30215,WI,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",699,100.0,0.173455684870188,Wisconsin,713
30216,WI,2018,December,"Opioids (T40.0-T40.4,T40.6)",850,100.0,0.0859572082593665,Wisconsin,856
30217,WI,2018,December,"Synthetic opioids, excl. methadone (T40.4)",501,100.0,0.0859572082593665,Wisconsin,506
30219,WI,2018,December,Psychostimulants with abuse potential (T43.6),115,100.0,0.0859572082593665,Wisconsin,117
30220,WI,2018,December,Natural & semi-synthetic opioids (T40.2),254,100.0,0.0859572082593665,Wisconsin,257
30222,WI,2018,December,Methadone (T40.3),55,100.0,0.0859572082593665,Wisconsin,56
30223,WI,2018,December,Heroin (T40.1),331,100.0,0.0859572082593665,Wisconsin,334
30224,WI,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",303,100.0,0.0859572082593665,Wisconsin,306
30225,WI,2018,December,Number of Drug Overdose Deaths,1087,100.0,0.0859572082593665,Wisconsin,1094
30226,WI,2018,December,Cocaine (T40.5),277,100.0,0.0859572082593665,Wisconsin,280
30227,WI,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",704,100.0,0.0859572082593665,Wisconsin,710
30229,WI,2018,February,Psychostimulants with abuse potential (T43.6),124,100.0,0.16386340948901001,Wisconsin,127
30230,WI,2018,February,"Synthetic opioids, excl. methadone (T40.4)",472,100.0,0.16386340948901001,Wisconsin,482
30231,WI,2018,February,"Opioids (T40.0-T40.4,T40.6)",910,100.0,0.16386340948901001,Wisconsin,926
30233,WI,2018,February,Heroin (T40.1),381,100.0,0.16386340948901001,Wisconsin,388
30234,WI,2018,February,Methadone (T40.3),57,100.0,0.16386340948901001,Wisconsin,59
30235,WI,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",350,100.0,0.16386340948901001,Wisconsin,356
30236,WI,2018,February,Natural & semi-synthetic opioids (T40.2),306,100.0,0.16386340948901001,Wisconsin,312
30237,WI,2018,February,Cocaine (T40.5),266,100.0,0.16386340948901001,Wisconsin,272
30238,WI,2018,February,Number of Drug Overdose Deaths,1144,100.0,0.16386340948901001,Wisconsin,1162
30239,WI,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",708,100.0,0.16386340948901001,Wisconsin,721
30241,WI,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",353,100.0,0.167943540778201,Wisconsin,360
30242,WI,2018,January,Psychostimulants with abuse potential (T43.6),125,100.0,0.167943540778201,Wisconsin,128
30243,WI,2018,January,"Synthetic opioids, excl. methadone (T40.4)",468,100.0,0.167943540778201,Wisconsin,478
30244,WI,2018,January,Methadone (T40.3),62,100.0,0.167943540778201,Wisconsin,64
30245,WI,2018,January,Number of Drug Overdose Deaths,1158,100.0,0.167943540778201,Wisconsin,1177
30246,WI,2018,January,"Opioids (T40.0-T40.4,T40.6)",920,100.0,0.167943540778201,Wisconsin,936
30248,WI,2018,January,Heroin (T40.1),398,100.0,0.167943540778201,Wisconsin,405
30249,WI,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",706,100.0,0.167943540778201,Wisconsin,719
30250,WI,2018,January,Cocaine (T40.5),274,100.0,0.167943540778201,Wisconsin,280
30251,WI,2018,January,Natural & semi-synthetic opioids (T40.2),305,100.0,0.167943540778201,Wisconsin,311
30252,WI,2018,July,"Opioids (T40.0-T40.4,T40.6)",872,100.0,0.177663076002394,Wisconsin,888
30253,WI,2018,July,Number of Drug Overdose Deaths,1112,100.0,0.177663076002394,Wisconsin,1131
30255,WI,2018,July,Natural & semi-synthetic opioids (T40.2),268,100.0,0.177663076002394,Wisconsin,274
